content,score,appVersion,topic_label
Read meHello guys it's just a quick warning error you cannot download your like your like songs to listen offline for some reason thank you for reading me,2,9.1.52.1394,Offline Mode Not Working
"I pay for a monthly subscription so I can download my playlists and listen to them offline without needing an internet connection. However, after about one to two weeks of using offline mode, most of the songs become unavailable for playback. This issue occurs on both my mobile device and my desktop. I’m then forced to go online again for the playlists to become accessible, which is extremely frustrating",1,9.1.30.1993,Offline Mode Not Working
it doesn't allow to download videos and doesn't play when offline,1,8.8.96.364,Offline Mode Not Working
May you please bring back lyrics while playing music offline.,3,9.1.24.1739,Offline Mode Not Working
Some offline files need an internet connection to be played. Why?? It should have already been on my device. And some offline files can actually be played offline.,3,9.1.56.574,Offline Mode Not Working
I payed for premium but apparently I didn't and know I can't get a refund,2,9.1.60.1970,Payment Not Processed
"If you pay premium once, it will continue to deduct from your GCash.",1,9.1.58.1567,Payment Not Processed
they didn't provide me the premium even after the successful payment 😢😭,1,8.7.84.382,Payment Not Processed
"I paid for premium, and my bank has been deducted the amount yer, I'm still on free plan.",3,9.1.0.1147,Payment Not Processed
Today(i.e 9/03/26) I brought the 99rs 3 three Month trial plan and money was debited from my account but still it is on normal mode. Kindly look into this matter and resolve,1,9.1.28.2252,Payment Not Processed
i was using dio plan with 179. u have removed that plan.,1,9.1.24.1739,Payment Not Processed
"I paid for premium 4 days ago and yet it is not reflecting I have tried logging out and logging in but nothing works, at this point I don't know what to do",1,9.1.32.2083,Payment Not Processed
trying to suscibrbe to premium with my local payment method and they keep telling me unavailable payment method,3,9.1.44.2120,Payment Not Processed
"2 days ago I purchased their premium plan and the required money was deducted from my account but the premium plan that I purchased is still not active basically they scammed me, took my money and didn't provide what I paid for",1,,Payment Not Processed
"i did payment, but still premium not activated even i contact with there team they denay to help that said its ur payment method fault , worst experience even i wasted my 1hr while this whole process but still no help done by there side , my time my money every thing just wasted",1,9.1.52.1394,Payment Not Processed
I have paid for my family plan and it just got disappeared after 2 or 3 days and I don't get my money back,1,9.1.24.1739,Payment Not Processed
Removed me from my family Premium plan during international travel for no reason,1,,Payment Not Processed
They said FREE PLAN FOR 3 months but they took money from my bank acount!!! Scummers!! And I just did it today!! Stop scamming people,1,9.1.32.2083,Payment Not Processed
i tried to upgrade to premium but after deduction from bank account it fails with you have already used the trail version. My money gone and I didn't have subscription at all. And there is no point of contact for such incidents. is this some type of scam or what?,1,9.1.42.2058,Payment Not Processed
it deducted my money and still did not activated premium,1,9.1.52.1394,Payment Not Processed
I paid for premium pack but it was not working so I paid again but then also it's not working please pay me back.,1,,Payment Not Processed
I just paid for trial of standard premium but my account hasn't updated for premium,1,9.1.58.1567,Payment Not Processed
"I made the payment three times, but the premium didn't unlock.",3,9.1.58.1567,Payment Not Processed
I have set up auto pay but still not getting premium,1,9.1.28.2252,Payment Not Processed
i buy the premium pake but didn't receive the premium pake,1,8.5.89.901,Payment Not Processed
😡 it wont play the songs in order on my playlist,3,9.1.44.2120,Playlist Management Issues
"it doesn't play the songs in order,or just plays songs that aren't even in or related to whatever Playlist I'm listening to",1,9.1.40.1486,Playlist Management Issues
"the ""add to playlist"" function isn't completely broken, but it's getting there.",4,9.1.48.1663,Playlist Management Issues
"When making a playlist, when adding a song I wished there was a Local Files button so you don't have to manually add the songs back and forth.",4,8.9.36.616,Playlist Management Issues
"You have a bug with your playlists. I try to re-like/re-add a song to move it to the top of the list on Google Pixel mobile and it's says changes saved, but now the song isn't anywhere in my lists. Try to stay up to date w/ your billion dollar program yeah?",2,9.1.42.2058,Playlist Management Issues
"It doesn't always save the songs in the selected playlists, the old way was more user friendly because there was a Confirm/Save button and a clear button.",4,9.1.62.1601,Playlist Management Issues
im trying to listen to my Playlist and it's only playing songs that are recommended for my Playlist instead of playing the actual Playlist songs,2,9.1.34.2060,Playlist Management Issues
i need to listen to my micheal jackson playlist saved,5,,Playlist Management Issues
when I play my playlist after the 1 song it plays another song that is not in my playlist,2,9.1.52.1394,Playlist Management Issues
when I add more songs to playlist my playlist disappear,2,9.1.52.1394,Playlist Management Issues
lately music on playlist would just stop and would play anymore for no reason,2,9.1.52.1394,Playlist Management Issues
"Stop dropping songs off playlists. If you are renewing licenses, I have no way to track when you blast songs, then quietly reload them.",2,9.1.6.1145,Playlist Management Issues
"latest update has a bug where every time I save a new song to a playlist I have to hit ""back"" and it asks me if I want to save it again. Been doing this for weeks now how has this now been fixed yet?",3,9.1.44.2120,Playlist Management Issues
"having problems with while I am listening to my playlist at work my wife playing here's at home interrupts mine by changing it to the same as the one that she is playing, how can I stop this from happening.",5,9.1.24.1739,Playlist Management Issues
"I have lowered my rate to 3 stars since lately I have this bug. I deleted a song from my favorite list and apparently it has been removed, however the song keeps being played as if it was still there, it doesn't happen with all the songs I deleted tho. Hope you can fix that soon, since it's a bit frustrating, like I really want just songs I want to listen to all the time on that playlist",3,9.1.24.1739,Playlist Management Issues
"i want to repeat songs on my playlist, but when I add it again, the other one is removed!",2,9.1.44.2120,Playlist Management Issues
it won't work for me after I tried so hard to make the perfect Playlist,1,9.1.28.2252,Playlist Management Issues
not allowing to play songs in order????? and tht too in a playlist I worked so hard to create mate what?????...,1,9.1.34.2060,Playlist Management Issues
"songs randomly dissappear from my play lists, at first I thought it's my own mistake or sth, but it's reoccurring over more and more songs.",1,9.1.24.1739,Playlist Management Issues
can't even add songs to playlists without it glitching and not saving songs. Also make a better section for new releases of music without having to follow every artist.,1,9.1.44.2120,Playlist Management Issues
Please let us block podcasts! The same 4 podcats are plaguing me months after binging them for just one weekend. Help!,3,,Podcast Playback Issues
The app keeps crashing my phone. It also doesn't recognize when I have marked a podcast played.,2,9.1.24.1739,Podcast Playback Issues
"the podcast experience is garbage. the ""new"" blue circle indicator is never accurate and isnt even consistent across the ""all"" and ""podcast"" screens. the filter for ""not finished"" doesnt stick. if a podcast has locked subscriber-only episodes you cant mark them as done and get rid of them from the list. do these devs even use their own app.. its godawful",1,9.1.34.2060,Podcast Playback Issues
my podcast cuts off and when I look at it it said play.,1,9.1.42.2058,Podcast Playback Issues
new update and now podcasts don't remember where I'm up to and start at the beginning of the episode. frustrating!!,1,9.1.24.1739,Podcast Playback Issues
"please update these flaws, their needs to be an update where instead of playing the previous episode, it should play the newer un listened episode, it just makes sense. why would I want to replay an already listened episode, It should automatically start the next latest episode, people are busy doing things and it bucks having to pull out your phone again to play the next episode, why is it playing a already listened to episode.",2,9.1.24.1739,Podcast Playback Issues
250 podcast episodes came back as unplayed so now I have to scroll through them all to get to the episodes I haven't listened to,1,,Podcast Playback Issues
"Whenever I use this app in my car to play podcasts, instead of going to the next episode it always plays the previous one that I already listened to. Happens ever single time and is super annoying as I'm driving and don't want to have to fiddle with an app to make it play correctly.",3,9.1.60.1970,Podcast Playback Issues
"App has had one major glitch that I cannot fix. On several ling podcasts, the last 10 minutes or so consistently skip 15-20 seconds of every minute.",3,9.1.58.1567,Podcast Playback Issues
"latest update is crashing the app on my phone. it's something related to the videos it's trying to display. doesn't crash for just music, but no it refuses to not show a video podcast on the main screen.",1,9.1.58.1567,Podcast Playback Issues
ever since the last update this app is the buggiest app I've ever seen. podcasts glitch/skip every 5 seconds. even if you download them totally unusable now. guess I'll use Amazon now...,1,9.1.24.1739,Podcast Playback Issues
I pay a SUBSCRIPTION to this so called MUSIC SERVICE and sometimes it randomly decides that it won't play music after 5 seconds of pressing play. WHICH IS WHAT I PAY FOR!!! STOP ALL THE PODCAST BS AND FIX THIS STUPID APP,1,9.1.24.1739,Podcast Playback Issues
"everything is OK.. but podcast suddenly play from Newest to Oldest.. so if you try to listen to a.. series for example you have to re-arange the playlist.. still a problem when having ""hide played"" active",2,9.1.30.1993,Podcast Playback Issues
"Stop suggesting me podcasts in other feeds. If I'm already looking at a podcast I do not want to see episodes from other shows, let alone the ones that are being suggested. If I want to find other podcasts I'll look for them. If I accidentally click on one of them I keep seeing them and other unhelpful suggestions. Fix this or were canceling our premium subscription.",1,9.1.58.1567,Podcast Playback Issues
the app operates normally once a week. I have to keep reloading the app to see my favourite creators podcasts until I am bored and close the app,1,9.1.42.2058,Podcast Playback Issues
Let me hide locked bonus content. Some podcasts are so annoying to come back to after a while because I have to sift through an ocean of locked episodes to find where I left off. A filter option to hide them would go so far.,2,9.1.60.1970,Podcast Playback Issues
"podcasts not working. app is crashing!!! I have completed all the tasks related to TS, but it is still not functioning.",1,9.1.44.2120,Podcast Playback Issues
it's okay just that when you listen to a podcast have way and want to go back it will require you to mark it as finished and starting all over again.,3,9.1.48.1663,Podcast Playback Issues
"(2/26) I hear that new bug was installed on the app to no longer remember the last spot on the podcast, so you have to start over and over each time you start, since the corporation is not happy about podcasts use and trying to push music for more ad revenue. Not happy!",1,9.1.24.1739,Podcast Playback Issues
It is near impossible now to listen to a podcast in the order the episodes were released.,2,8.9.92.408,Podcast Playback Issues
"When asked to specify privacy preferences, it is not clear if 'Reject All' includes Legitimate Interest. Please clarify.",1,9.1.24.1739,Poor Music Recommendations
"There is zero musical discovery options on here, now. Every playlist and algorithm replays the same stuff you've already heard over and over again and the recommendations they make are always the same",1,9.1.34.2060,Poor Music Recommendations
"I wish the algorithm could make recommendations recommended on my overall likes, not just one or two songs. Instead of getting a variety of recommendations it really isolates you into a playlist of songs that all sound the same. I'm looking for new songs, not the same sounding ones over and over again.",3,9.1.30.1993,Poor Music Recommendations
"veryy bad recommendation, i only once listened a turkish song and now my entire recommendation is fill with turkish songs just irritating and annoying.",2,9.1.34.2060,Poor Music Recommendations
the recommendations are awful. at first it was nice but over time it became annoying. try to listen to one genre of song or an artist and the wrong recommendation spoils the vibe. pls give listeners the option of picking their own recommendations,3,9.1.44.2120,Poor Music Recommendations
"WHY DO I KEEP GETTING RECOMMENDATIONS, I like the song that I PERSONALLY put In MY playlist STOP MAKING RECOMMENDING SONGS I HATE IT",3,9.1.42.2058,Poor Music Recommendations
"please add ""not interested"" option on every recommended playlist. it's frustrating seeing content that I'm not into/don't have any intentions listening to. add a block option for playlists and artist. I don't wanna be recommended these things. so frustrating. also, top much AI stuff no one asked for. it's time to boot the AI.",1,9.1.24.1739,Poor Music Recommendations
why it keep recommend me some music that i don't like pls recommend me some good music,1,9.1.28.2252,Poor Music Recommendations
"You algorithm is a bit off... It would suggest Sonny Stitt when I'm listening to Ray Bryant... why suggest Jazz when I'm listening to Blues, and not other Blues artists?",2,9.1.36.1948,Poor Music Recommendations
I can't even listen to good songs now I hate the recommendations I can't even pick from my Playlist anymore,1,9.1.62.1601,Poor Music Recommendations
terrible. I want to hear just a specific artist and yall give me so much recommendations I DON'T WANT THAT.,1,9.1.52.1394,Poor Music Recommendations
"worst recommendations, completely changed to new genre and language, worst ever experience",1,9.1.32.2083,Poor Music Recommendations
"Do ""Liked"" songs contribute to improving the recommended algorithm for future played music???",1,9.1.50.1906,Poor Music Recommendations
terrible suggested music does not know my taste at all.,1,9.1.32.2083,Poor Music Recommendations
"I get frustrated at the time it takes to load my library and find my playlists, Im not motivated to explore the new features anymore although I love the filter by genre the intelligent suggestions and dj just annoy me, I wish there was a way to train the algorithm without going through hours of skipping irrelevant recommendations",3,9.1.36.1948,Poor Music Recommendations
"Artist recommendations don't reflect the account. I expected it to recommend similar artists to the ones i already follow. But i get the ones i don't even have a test for, totally opposite genres from the one i mostly follow.",1,9.1.28.2252,Poor Music Recommendations
"I used to feel like a DJ with my own playlists describing different genres of music sliced into one, for that sound of different rappers to mainstream artists on one profile. I got 2 in my control, 1 other profile has been rogue. since then I ventured on into the scene, from killer verses to mainstream artists. I still have to label them properly but since I'm a Native American Apache. I try to find the hunt or the killer instincts of the verses. blended with today's modern hip-hop style.",5,9.1.60.1970,Poor Music Recommendations
"Please STOP recommending other artists' songs to me,I ONLY listen to BTS Thank you",4,9.1.60.1970,Poor Music Recommendations
the recommendations are awful. Always recommending either my own artists or popular artists. Can't discover anything new.,2,9.1.28.2252,Poor Music Recommendations
Get rid of those ridiculous recommendations. Not needed or wanted,2,9.1.52.1394,Poor Music Recommendations
You get treated worse than a dog if you don't have premium.,1,9.1.30.1993,Premium Pricing and Ads
"I mean everything single thing is monetized , you literally can't do anything without premium",1,,Premium Pricing and Ads
you can't even use it if you don't have premium. waste of potential.,1,,Premium Pricing and Ads
to much for premium so I cant even do anything,1,9.1.52.1394,Premium Pricing and Ads
stop making nearly everything a premium only feature. its genuinely getting out of hand.,1,9.1.30.1993,Premium Pricing and Ads
"very bad experience everytime it asks for premium and basic functions are also not available, it needs premium to use them.",1,9.1.24.1739,Premium Pricing and Ads
so it's good and great if you have money cuz bro why do we have that stupid recommended for you that's so stupi,2,9.1.24.1739,Premium Pricing and Ads
THEY BE TREATING YOU LIKE A SLAVE IF YOU DONT HAVE PREMIUM,1,9.1.50.1906,Premium Pricing and Ads
New update is all about forcing us to get premium...,1,9.1.34.2060,Premium Pricing and Ads
for everything I have to buy Premium that the Worst thing,1,9.1.44.2120,Premium Pricing and Ads
little to nothing for the people who don't have premium.,2,9.1.58.1567,Premium Pricing and Ads
forcing people to choose premium with their own data dats insane,1,9.1.22.1630,Premium Pricing and Ads
this is so limited sometimes restrictions. so it demand to take premium which we can't afford👎🏻,1,9.1.24.1739,Premium Pricing and Ads
😠😡😞very disappointing every time ask for buying premium and always add for premium and other thing,1,,Premium Pricing and Ads
IT is cool but the premium version is not good it force you to pay,2,,Premium Pricing and Ads
"Toooo many adds ,like if you want us to use premium just only give premium and leave me alone your so annoying 😡!!! This has been a very irritating experience 😭😭😭😭😭 boooooooooooooo👎👎👎👎👎👎👎👎👎",1,9.1.42.2058,Premium Pricing and Ads
they forced high level to get premium very bad 😞😞😞,1,,Premium Pricing and Ads
so bad i have to pay premium to choose what i what nah,1,,Premium Pricing and Ads
horrible always asking for you to pay for premium for the smallest things don't recommend,1,9.1.44.2120,Premium Pricing and Ads
Good but a money scam. you don't have premium. you don't have human rights,4,9.1.34.2060,Premium Pricing and Ads
yet another price increase yea nah see ya not even worth it,1,9.1.40.1486,Price Increase Complaints
Raise your price again and that will be it for me.,3,9.1.24.1739,Price Increase Complaints
why are yall increasing your prices for no reason at all bro,2,,Price Increase Complaints
raising prices every year for the same service is getting a little rediculous. It's time to move on to a different service thats not going to keep ripping people off.,1,9.1.24.1739,Price Increase Complaints
use to be the GoaT but the insh¡dification took it. premuim prices...tf is this 90's cable?,3,9.1.52.1394,Price Increase Complaints
tired of the price always changing. pick a damn price and stick with it. I just cancelled my subscription because y'all wanna raise the price yet again after u just did that a few months ago,1,9.1.34.2060,Price Increase Complaints
"not sure how much more they plan on raising the price but this is just getting out of hand , just received ANOTHER notification that they are raising price once again! They raised the price twice last year and now at almost $20 a month its ridiculous",3,9.1.30.1993,Price Increase Complaints
Consistent price increases and consistent drop in quality of service.,1,9.1.24.1739,Price Increase Complaints
real stinky subscription went from couple dollars to almost 10,1,9.1.34.2060,Price Increase Complaints
The increase in price with no real additional features isn't the greatest 👎🏾👎🏾,1,9.1.34.2060,Price Increase Complaints
"Enough with the increase of charging. Don't say it's inflation, it's C O R P O R A T E G R E E D. It's no wonder why people use cracked versions.",2,9.1.34.2060,Price Increase Complaints
I used to like it but now it's value doesn't match the price you pay for it.,1,9.1.52.1394,Price Increase Complaints
"get rid of the A.I. nonsense, If you raise your price in the next 18 months I'm out, I'm canceling my subscription. Get a clue..",2,9.1.50.1906,Price Increase Complaints
price hiked and worse service. SO SLOW! AND EXPENSIVE NOW,2,9.1.48.1663,Price Increase Complaints
Disappointed by the raise in rates. I canceled because of the raise in price.,4,9.1.52.1394,Price Increase Complaints
The price goes up every year what is going on smh,1,9.1.32.2083,Price Increase Complaints
"They get more and more greedy, constantly raising their prices. I'm never coming back unless they revert their pricing to be actually affordable.",1,,Price Increase Complaints
"Prices keep going up, meanwhile the quality gets worse and worse.",1,9.1.50.1906,Price Increase Complaints
its ok but the sub price keeps going up so sadly its another sub in the trash bin for now,2,9.1.24.1739,Price Increase Complaints
Consistently upping the price but not changing or improving anything.,1,9.1.24.1739,Price Increase Complaints
Quit resetting my queue evertime i tab out or wake my phone up from sleep mode while music is still playing!,1,9.1.40.1486,Queue Management Issues
"can't clear the queue, it just refills with the playlist that started it. search is broken, can't search within playlists. shuffle and repeat randomly turn on. they removed the ability to dislike songs. you also can't mark a song as ""don't play"" so you'll end up with the butchered versions of songs from Best Of albums instead of the original track. they removed reordering custom playlists",1,9.1.60.1970,Queue Management Issues
you can only add to queue while you're already playing the song now. what a horrible update,1,9.1.40.1486,Queue Management Issues
"playback constantly buffers mid-song, shuffle repeats the same songs, no option to save queue",2,9.1.60.1970,Queue Management Issues
"The update to remove the What's New queue in the mobile app is an awful idea. The section for new music that shows in the home page is way worse to navigate, doesn't show all songs, doesn't show them in order, doesn't have timestamps, doesn't resume where you left off. I will never understand these sorts of backwards updates. If you need something to work on fix the broken shuffle algorithm that just plays the same 10 songs even when I have over 1k in the playlist.",1,9.1.40.1486,Queue Management Issues
Has no problem constantly raising the price but always has glitches . Queue won't work despite being a paying user,1,9.1.52.1394,Queue Management Issues
There is a problem with the queue. I can't set the next track after the last update.,3,9.1.56.574,Queue Management Issues
"cannot clear queue, stop others connecting and creating a jam",1,9.0.20.604,Queue Management Issues
"currently facing issues in adding songs to queue it just doesn't add it and when we play songs from liked list it plays random songs, rest it is a value for money loved it",1,9.1.40.1486,Queue Management Issues
"Queue broke again, update 2. Clears whenever connecting to my car. Literally watch the queue disappear as I connect while its playing songs from that same queue. I regularly add over an hour of songs to my queue from the What's New tab and I'm constantly having to redo it. Reinstalling does not work, is not a solution. I'd rather unistall permanently. And invest in the artists and actual real people that make your app any good at all instead of AI if you're going to raise prices.",1,9.1.52.1394,Queue Management Issues
"I love the app, but there’s one frustrating issue with queue behavior. When I have multiple songs queued and press the “previous” button while listening to the last song in the queue, the app jumps all the way back to the first queued track instead of playing the immediately previous song. The expected behavior for the rewind/previous button would be to return to the song played directly before the current one — not reset the entire queue sequence. Would really appreciate a fix for this.",4,9.1.44.2120,Queue Management Issues
Sometimes forgets I'm a paying customer (usually on update) and doesn't let me modify my queue.,1,9.1.56.574,Queue Management Issues
You should stop giving me recommended songs when I create my queue,3,9.1.34.2060,Queue Management Issues
"1. Why is there no option to add an album or a song ""at the end of the queue""? 2. When listening to a song while having the lyrics full screen on mobile, moving to the next song forces me to scroll down again and click the lyrics section for the new playing song. It's so annoying and should stay on the lyrics page automatically.",3,9.1.60.1970,Queue Management Issues
"The playing queue gets lost sometimes after leaving the app unused for a long time, like some hours. It's a new bug, never faced this in older versions.",1,,Queue Management Issues
keeps playing songs that ARE NOT in the queue 😒😒 pack it in,4,9.1.44.2120,Queue Management Issues
"Cannot clear a queue (option is seemingly missing when viewing a play queue), I'm a paid user and there's no way to contact support in the app. Frustrating.",1,9.1.34.2060,Queue Management Issues
Keeps crashing when I try changing what songs play next in the queue,3,9.1.44.2120,Queue Management Issues
"If we can add a playlist from the queue, add a ""remove playlist from queue"" option next. It's so annoying; I accidentally added a playlist from my queue, and whenever I try to listen to another song, that queue immediately plays. Also, can you all add something that will display the genre of the song? It will be very much appreciated.",3,,Queue Management Issues
ew why do you keep adding stuff to my burger menu. I already know how to find the queue menu and get that out of my quick select menu NOW. AGAIN EW,1,9.1.40.1486,Queue Management Issues
"everytime, and I mean every single time I open the search function or even look at it the app crashes some how and this started happening about a week ago but it's gotten so bad that I can't even open the app for more than five seconds now, please fix this. I have tried reinstalling five times now and it's still just auto closing after I press the search bar, my phone finally gave me a warning saying app is bugged.",1,8.7.44.968,Search Function Issues
"Very slow to search for anything. Slow in general. Typed in Miles Davis, ""Something went wrong"" message 5 times in a row.",1,9.1.46.1922,Search Function Issues
extremely slow to load up. continually giving video when all I want is audio. Another big app trying to be all things to all men. i would delete this app if I can find an alternative.,1,9.1.44.2120,Search Function Issues
"Multiple functions don't work, including search. There's just a ""Something went wrong. Try again?"" message in various parts of the app. And no Help/Support option easily found in the app. My app is updated. I have cleared cache and restarted.",1,9.1.58.1567,Search Function Issues
search function doesn't work. reinstalled. cleared cache etc. signed out. nothing worked,1,9.1.40.1486,Search Function Issues
everytime i search anything in the search bar is says error something went wrong.,1,9.1.52.1394,Search Function Issues
I found a glitch in app like if I run app in background and leave it like for more than 2 hours then the search bar won't work I have to reinstall the app and then that problem again occur,2,9.0.88.1405,Search Function Issues
"constant issues with this dreadful app, search function stopped working for no reason isnt fixed by any troubleshooting",1,9.1.44.2120,Search Function Issues
search box is not working and I m paid user,1,9.1.56.574,Search Function Issues
"This worthless app is not letting me search anything when I'm online, not letting me access my profile and not letting me log out. Fix this garbage immediately.",1,9.1.52.1394,Search Function Issues
Search on all platforms got so slow I'm considering cancelling.,1,9.1.40.1486,Search Function Issues
keeps crashing and sometimes the search doesn't work. great when it works but really frustrating when it doesn't.,3,9.1.44.2120,Search Function Issues
the new search update.... why is the search bar being covered by my keyboard come on now guys,2,9.1.30.1993,Search Function Issues
Search option doesnt function. It shows no results even when you have internet,1,9.1.40.1486,Search Function Issues
THANK YOU FOR THE RESHUFFLE BUTTON. OVERDUE. but whys my search bar so slow? :(,3,9.1.56.574,Search Function Issues
"Search is not working on Android. All I get is ""something went wrong""",1,9.1.44.2120,Search Function Issues
Recently response times on the app especially when switching to the app from another have become worse and worse. The app takes a long time to respond when using the search function even when searching offline items. Overall the app has lost its optimization and is frustrating to use.,1,9.1.28.2252,Search Function Issues
"The search results don't load. I've tried everything: reinstalling the app, clearing cache, nothing worked. I'm stuck on loading. My phone is a pretty solid samsung A34. I got premium. Wth is the problem",1,9.1.44.2120,Search Function Issues
"Search is broken. Constantly has stuttering/lag when playing over android auto. Paying $13 a month for a half functional app to not hear dozens, if not hundreds of ads. Frustrating is a nice way to put it.",1,9.1.48.1656,Search Function Issues
"over all good, but the search function on Android Auto is terrible.",3,9.1.44.2120,Search Function Issues
"doesn't play songs i click on. when playing shuffle, it plays the same songs in the same order as the last time I hit shuffle.",1,9.1.34.2060,Shuffle Algorithm
"so many options. but after all these years shuffle options, still lets me hear the same song 10 times in the first 50 tracks of a 2500 track playlist. smart shuffle option does not change that.",3,9.1.56.574,Shuffle Algorithm
"mid shuffle - overall noticed a fair number of changes recently, the smart shuffle when adding songs was a little janky- new UI looks and functions well.",4,9.1.42.2058,Shuffle Algorithm
"I love the app, generally speaking. however, the absolute BS that is shuffle is ruining the app. You play a song that's been stuck in your head, but you don't like what it shuffled? too bad. you're stuck with it. reset the app? We saved your shuffle. Change songs? Same shuffle. The reshuffle button shows the same shuffle over and over. This one design choice has nearly made me uninstall the app numerous times. I don't know what I wanna listen to next, but it's not music from a different genre.",1,9.1.60.1970,Shuffle Algorithm
Im very confused because it seems smart shuffle is gone now? I really liked that feature as I found a lot of new and great music that way and am now really disappointed that it doesnt seem it doesnt do that anymore.... am I crazy or has it been moved or something? Can I get some help with this?,3,9.1.34.2060,Shuffle Algorithm
shuffling never shuffles well and the shuffle where new songs are added sometimes makes the app freeze,2,9.1.24.1739,Shuffle Algorithm
why do u keep repeating the same group of songs out of hundreds I honestly enjoy using this app but hate how they shuffle music,2,9.1.36.1948,Shuffle Algorithm
"I am tired of shuffle not shuffling. I can predict the next song every time. If I skip a song it pops up several songs later, multiple times... I don't want smart shuffle suggesting new songs. I want shuffle to actually shuffle my liked songs. Work on this! And let the audio book credits rollover. Can't even finish one book most of the time. If my phone data doesn't get used throughout the month and rolls over to the next month and keeps building. Then unused audiobook hours should too.",2,9.1.52.1394,Shuffle Algorithm
Not so great. shuffle is so busted it's annoying. only on android. Iphone is superior in terms of spotify,2,9.1.36.1948,Shuffle Algorithm
I have platinum but the shuffle in the Playlist ain't truly shuffled everytime songs are in same order. Previously it was truly shuffled but since the Ai boom the song order is always the same,4,9.1.44.2120,Shuffle Algorithm
Please urgently fix the shuffle. Many of us have tried everything so that a 30 hour long Playlist doesn't play the same 20 songs yet the app still does so. It is very annoying and frustrating wanting to play ALL of your songs and only hearing the same 5 to the point where you can't stand listening to them again. It ruins the experience of listening to music. Please change this. The app would be great if this wasn't such a big issue.,1,9.1.60.1970,Shuffle Algorithm
"As a user from 2020, I have to say it's a bit of a bittersweet experience lately. It's amazing for discovering music, playlists and expanding taste. In recent times things have gone downhill though. Shuffle is not as good as it used to be and the lag is bad. Yes, they made progress, but I miss the times when shuffle was made based on track, recent taste and activity. Since they steal my data, they could've made my experience with shuffle better. Them paying artists next to none is icing on top.",3,9.1.36.1948,Shuffle Algorithm
"According to Mirriam-Webster Dictionary, ""shuffle"" means: to mix in a mass confusedly. It's funny how that doesn't mention anything about putting songs you think we like first before the rest of the songs. Provide a real shuffle that is truly random, not your tainted version of the word ""shuffle.""",1,9.1.28.2252,Shuffle Algorithm
The new widget is just as terrible as Smart Shuffle. Shuffle is still awful. The DJ feature seems to be good at giving good song recommendations. Just good enough to keep over apple music,3,9.1.52.1394,Shuffle Algorithm
"their push toward AI is sad, and the shuffle doesn't shuffle...",3,9.1.52.1394,Shuffle Algorithm
The app is getting more expensive yet is dropping in quality. I deal with some form of a visual glitch on a daily basis some much worse than others and it often times has connection issues. Also have to mention there terrible shuffle system they have always had.,2,9.1.52.1394,Shuffle Algorithm
"Every update makes this app worse. Suddenly, the Smart shuffle option stopped popping up. I have a setting turned on and yet I still can't see it or use it. that is the only thing making this app less redundant than it is since there is very obviously an issue with shuffling the songs to where you're not listening to the same ones over and over. If this continues, this will help me make the decision to switch not only my phone from Android to iPhone, but to Apple music for better functionality.",1,9.1.32.2083,Shuffle Algorithm
stupidest app. I can't pick songs. it smart shuffle everything.cant skip. I thought it will reset but it's been a month now still can't do anything,1,,Shuffle Algorithm
"Hate the Smart Shuffle feature , they ruined the whole vibe by including it",1,9.1.32.2083,Shuffle Algorithm
was 5 untill you messed it up I can't play my playlist how I want to listen to it anymore since you put in smart shuffle even turning it off it still does it so fix it fast,2,9.1.52.1394,Shuffle Algorithm
it gets so annoying when I'm trying to play a game I can't skip a song after so many skips it only gives you like six skips and you can't even play the same song again I'm pretty sure you have to pay to play this tomorrow like I'm not paying I'm 11 but I still love it but like it takes a lot of storage and it gets annoying,3,9.1.60.1970,Skip Limit on Free
"there's way to many adds between every song, and 6 skips an hour is annoying, and only being able to choose a few songs every day is infuriating.",1,9.1.58.1567,Skip Limit on Free
"Now we can't even choose a song from our Playlist to play? and 6 skips per 1 hour is abysmal, Atleast give us 10 or 20 skips, literally every useful feature for playing music is behind the PAYWALL.",2,9.1.44.2120,Skip Limit on Free
6 skips per hour is just stupid and lit me change my song to what I want with no limit,1,9.1.52.1394,Skip Limit on Free
bugsss!! i can't choose even one song (not even six skips),1,9.1.30.1993,Skip Limit on Free
why are the songs in paragraph form??? like what???? also why are the skips is damn 6 per hr??,1,8.8.80.599,Skip Limit on Free
"dude?? you literally can't play any song you like, only has 6 skips per hour, and gets adds every 10 minutes. you are so money hungry it's honestly funny lol.",1,9.1.24.1739,Skip Limit on Free
"the sound of the tracks are kind of different but in a good way, 6 skips a day is awful tbh, when you trying to listen to some album or playlist - at one moment you don't even listen to the album/playlist itself and getting ""Music to your liking"" non-stop. After all of that i still use it and im not complaining!",4,9.1.44.2120,Skip Limit on Free
"You can choose what song to listen to but only about 5 times! You get 5 skips an hour, and 5 choices A DAY. I would give 5 stars if you didn't have limited choices! please bring that back.",1,9.1.34.2060,Skip Limit on Free
"You literally need to pay approximately 80% of the time, literally can't do anything after 6 skips, and can't even choose song to play",1,9.1.52.1394,Skip Limit on Free
how can you not select the song you want an what about 6 skips of songs per hour...like WHAT.,1,9.1.32.2083,Skip Limit on Free
why there is limitation to skip song ? that is not a good idea 😞. if we not want to listen that song we have to change or skip it . that is really not good,1,9.1.60.1970,Skip Limit on Free
I can't skip music. this isn't right it like you force to some one to lying that which you play. this is so rude.,1,9.1.42.2058,Skip Limit on Free
